state,county,regular,fips,fips_county_name,match_score,match_method,county_lower
MO,Barry,4.002,29009,Barry County,100,exact,barry
MO,Barton,4.072,29011,Barton County,100,exact,barton
MO,Bates,4.18,29013,Bates County,100,exact,bates
MO,Benton,4.054,29015,Benton County,100,exact,benton
MO,Bollinger,4.399,29017,Bollinger County,100,exact,bollinger
MO,Boone,4.18,29019,Boone County,100,exact,boone
MO,Buchanan,4.07,29021,Buchanan County,100,exact,buchanan
MO,Butler,4.177,29023,Butler County,100,exact,butler
MO,Caldwell,4.072,29025,Caldwell County,100,exact,caldwell
MO,Callaway,4.103,29027,Callaway County,100,exact,callaway
MO,Camden,4.113,29029,Camden County,100,exact,camden
MO,Cape Girardeau,4.104,29031,Cape Girardeau County,100,exact,cape girardeau
MO,Carroll,4.085,29033,Carroll County,100,exact,carroll
MO,Carter,4.349,29035,Carter County,100,exact,carter
MO,Cass,4.138,29037,Cass County,100,exact,cass
MO,Cedar,4.099,29039,Cedar County,100,exact,cedar
MO,Chariton,4.299,29041,Chariton County,100,exact,chariton
MO,Christian,4.075,29043,Christian County,100,exact,christian
MO,Clark,4.164,29045,Clark County,100,exact,clark
MO,Clay,4.239,29047,Clay County,100,exact,clay
MO,Clinton,4.135,29049,Clinton County,100,exact,clinton
MO,Cole,4.221,29051,Cole County,100,exact,cole
MO,Cooper,4.083,29053,Cooper County,100,exact,cooper
MO,Crawford,4.099,29055,Crawford County,100,exact,crawford
MO,Dade,4.099,29057,Dade County,100,exact,dade
MO,Dallas,4.071,29059,Dallas County,100,exact,dallas
MO,Daviess,4.045,29061,Daviess County,100,exact,daviess
MO,DeKalb,4.131,29063,DeKalb County,100,exact,dekalb
MO,Dent,4.115,29065,Dent County,100,exact,dent
MO,Douglas,4.069,29067,Douglas County,100,exact,douglas
MO,Dunklin,4.205,29069,Dunklin County,100,exact,dunklin
MO,Franklin,4.185,29071,Franklin County,100,exact,franklin
MO,Gasconade,4.098,29073,Gasconade County,100,exact,gasconade
MO,Gentry,4.065,29075,Gentry County,100,exact,gentry
MO,Greene,4.048,29077,Greene County,100,exact,greene
MO,Grundy,4.099,29079,Grundy County,100,exact,grundy
MO,Harrison,4.022,29081,Harrison County,100,exact,harrison
MO,Henry,4.109,29083,Henry County,100,exact,henry
MO,Hickory,4.049,29085,Hickory County,100,exact,hickory
MO,Holt,4.132,29087,Holt County,100,exact,holt
MO,Howard,4.142,29089,Howard County,100,exact,howard
MO,Howell,4.128,29091,Howell County,100,exact,howell
MO,Iron,4.072,29093,Iron County,100,exact,iron
MO,Jackson,4.234,29095,Jackson County,100,exact,jackson
MO,Jasper,4.001,29097,Jasper County,100,exact,jasper
MO,Jefferson,4.317,29099,Jefferson County,100,exact,jefferson
MO,Johnson,4,29101,Johnson County,100,exact,johnson
MO,Knox,4.199,29103,Knox County,100,exact,knox
MO,Laclede,4.022,29105,Laclede County,100,exact,laclede
MO,Lafayette,4.085,29107,Lafayette County,100,exact,lafayette
MO,Lawrence,4.072,29109,Lawrence County,100,exact,lawrence
MO,Lewis,4.207,29111,Lewis County,100,exact,lewis
MO,Lincoln,4.199,29113,Lincoln County,100,exact,lincoln
MO,Linn,3.986,29115,Linn County,100,exact,linn
MO,Livingston,4.054,29117,Livingston County,100,exact,livingston
MO,Macon,4.103,29121,Macon County,100,exact,macon
MO,Madison,4.03,29123,Madison County,100,exact,madison
MO,Maries,4.066,29125,Maries County,100,exact,maries
MO,Marion,4.154,29127,Marion County,100,exact,marion
MO,McDonald,3.987,29119,McDonald County,100,exact,mcdonald
MO,Mercer,3.904,29129,Mercer County,100,exact,mercer
MO,Miller,4.265,29131,Miller County,100,exact,miller
MO,Mississippi,4.101,29133,Mississippi County,100,exact,mississippi
MO,Moniteau,4.119,29135,Moniteau County,100,exact,moniteau
MO,Monroe,4.285,29137,Monroe County,100,exact,monroe
MO,Montgomery,4.288,29139,Montgomery County,100,exact,montgomery
MO,Morgan,4.177,29141,Morgan County,100,exact,morgan
MO,New Madrid,4.149,29143,New Madrid County,100,exact,new madrid
MO,Newton,3.987,29145,Newton County,100,exact,newton
MO,Nodaway,3.914,29147,Nodaway County,100,exact,nodaway
MO,Oregon,4.194,29149,Oregon County,100,exact,oregon
MO,Osage,4.158,29151,Osage County,100,exact,osage
MO,Ozark,4.174,29153,Ozark County,100,exact,ozark
MO,Pemiscot,4.202,29155,Pemiscot County,100,exact,pemiscot
MO,Perry,4.104,29157,Perry County,100,exact,perry
MO,Pettis,4.07,29159,Pettis County,100,exact,pettis
MO,Phelps,4.165,29161,Phelps County,100,exact,phelps
MO,Pike,4.199,29163,Pike County,100,exact,pike
MO,Platte,4.224,29165,Platte County,100,exact,platte
MO,Polk,4.062,29167,Polk County,100,exact,polk
MO,Pulaski,4.034,29169,Pulaski County,100,exact,pulaski
MO,Putnam,4.086,29171,Putnam County,100,exact,putnam
MO,Ralls,4.242,29173,Ralls County,100,exact,ralls
MO,Randolph,4.153,29175,Randolph County,100,exact,randolph
MO,Ray,4.172,29177,Ray County,100,exact,ray
MO,Reynolds,4.327,29179,Reynolds County,100,exact,reynolds
MO,Ripley,4.077,29181,Ripley County,100,exact,ripley
MO,Saline,4.099,29195,Saline County,100,exact,saline
MO,Schuyler,4.195,29197,Schuyler County,100,exact,schuyler
MO,Scotland,4.282,29199,Scotland County,100,exact,scotland
MO,Scott,4.157,29201,Scott County,100,exact,scott
MO,Shannon,4.249,29203,Shannon County,100,exact,shannon
MO,Shelby,4.299,29205,Shelby County,100,exact,shelby
MO,Saint Charles,4.237,29183,St. Charles County,87,fuzzy,saint charles
MO,Saint Clair,4.089,29185,St. Clair County,84,fuzzy,saint clair
MO,Saint Francois,4.133,29187,St. Francois County,88,fuzzy,saint francois
MO,Saint Louis,4.307,29189,St. Louis County,84,fuzzy,saint louis
MO,Saint Louis City,4.333,29510,St. Louis city,100,manual,saint louis city
MO,Sainte Genevieve,4.224,29186,Ste. Genevieve County,90,fuzzy,sainte genevieve
MO,Stoddard,4.261,29207,Stoddard County,100,exact,stoddard
MO,Stone,4.018,29209,Stone County,100,exact,stone
MO,Sullivan,4.089,29211,Sullivan County,100,exact,sullivan
MO,Taney,4.089,29213,Taney County,100,exact,taney
MO,Texas,4.13,29215,Texas County,100,exact,texas
MO,Vernon,4.045,29217,Vernon County,100,exact,vernon
MO,Warren,4.184,29219,Warren County,100,exact,warren
MO,Washington,4.021,29221,Washington County,100,exact,washington
MO,Wayne,4.239,29223,Wayne County,100,exact,wayne
MO,Webster,4.041,29225,Webster County,100,exact,webster
MO,Worth,3.889,29227,Worth County,100,exact,worth
MO,Wright,4.077,29229,Wright County,100,exact,wright
MS,Adams,4.035,28001,Adams County,100,exact,adams
MS,Alcorn,3.988,28003,Alcorn County,100,exact,alcorn
MS,Amite,3.971,28005,Amite County,100,exact,amite
MS,Attala,4.01,28007,Attala County,100,exact,attala
MS,Benton,4.062,28009,Benton County,100,exact,benton
MS,Bolivar,3.966,28011,Bolivar County,100,exact,bolivar
MS,Calhoun,4.032,28013,Calhoun County,100,exact,calhoun
MS,Carroll,4.131,28015,Carroll County,100,exact,carroll
MS,Chickasaw,3.999,28017,Chickasaw County,100,exact,chickasaw
MS,Choctaw,4.055,28019,Choctaw County,100,exact,choctaw
MS,Claiborne,4.274,28021,Claiborne County,100,exact,claiborne
MS,Clarke,3.905,28023,Clarke County,100,exact,clarke
MS,Clay,3.906,28025,Clay County,100,exact,clay
MS,Coahoma,4.059,28027,Coahoma County,100,exact,coahoma
MS,Copiah,3.994,28029,Copiah County,100,exact,copiah
MS,Covington,3.947,28031,Covington County,100,exact,covington
MS,De Soto,4.057,28033,DeSoto County,92,fuzzy,de soto
MS,Forrest,3.906,28035,Forrest County,100,exact,forrest
MS,Franklin,3.973,28037,Franklin County,100,exact,franklin
MS,George,3.926,28039,George County,100,exact,george
MS,Greene,3.957,28041,Greene County,100,exact,greene
MS,Grenada,4,28043,Grenada County,100,exact,grenada
MS,Hancock,3.967,28045,Hancock County,100,exact,hancock
MS,Harrison,3.894,28047,Harrison County,100,exact,harrison
MS,Hinds,3.995,28049,Hinds County,100,exact,hinds
MS,Holmes,4.003,28051,Holmes County,100,exact,holmes
MS,Humphreys,3.999,28053,Humphreys County,100,exact,humphreys
MS,Itawamba,3.956,28057,Itawamba County,100,exact,itawamba
MS,Jackson,3.952,28059,Jackson County,100,exact,jackson
MS,Jasper,3.919,28061,Jasper County,100,exact,jasper
MS,Jefferson,4.252,28063,Jefferson County,100,exact,jefferson
MS,Jefferson Davis,3.979,28065,Jefferson Davis County,100,exact,jefferson davis
MS,Jones,3.883,28067,Jones County,100,exact,jones
MS,Kemper,4.019,28069,Kemper County,100,exact,kemper
MS,Lafayette,4.151,28071,Lafayette County,100,exact,lafayette
MS,Lamar,3.902,28073,Lamar County,100,exact,lamar
MS,Lauderdale,3.956,28075,Lauderdale County,100,exact,lauderdale
MS,Lawrence,3.999,28077,Lawrence County,100,exact,lawrence
MS,Leake,3.932,28079,Leake County,100,exact,leake
MS,Lee,3.996,28081,Lee County,100,exact,lee
MS,Leflore,3.97,28083,Leflore County,100,exact,leflore
MS,Lincoln,3.981,28085,Lincoln County,100,exact,lincoln
MS,Lowndes,3.906,28087,Lowndes County,100,exact,lowndes
MS,Madison,4.05,28089,Madison County,100,exact,madison
MS,Marion,4.012,28091,Marion County,100,exact,marion
MS,Marshall,4.099,28093,Marshall County,100,exact,marshall
MS,Monroe,3.978,28095,Monroe County,100,exact,monroe
MS,Montgomery,3.918,28097,Montgomery County,100,exact,montgomery
MS,Neshoba,3.957,28099,Neshoba County,100,exact,neshoba
MS,Newton,3.94,28101,Newton County,100,exact,newton
MS,Noxubee,4.139,28103,Noxubee County,100,exact,noxubee
MS,Oktibbeha,3.907,28105,Oktibbeha County,100,exact,oktibbeha
MS,Panola,3.997,28107,Panola County,100,exact,panola
MS,Pearl River,3.902,28109,Pearl River County,100,exact,pearl river
MS,Perry,3.923,28111,Perry County,100,exact,perry
MS,Pike,3.968,28113,Pike County,100,exact,pike
MS,Pontotoc,4.07,28115,Pontotoc County,100,exact,pontotoc
MS,Prentiss,4.027,28117,Prentiss County,100,exact,prentiss
MS,Quitman,4.249,28119,Quitman County,100,exact,quitman
MS,Rankin,3.95,28121,Rankin County,100,exact,rankin
MS,Scott,4.084,28123,Scott County,100,exact,scott
MS,Sharkey,3.999,28125,Sharkey County,100,exact,sharkey
MS,Simpson,3.931,28127,Simpson County,100,exact,simpson
MS,Smith,3.935,28129,Smith County,100,exact,smith
MS,Stone,3.9,28131,Stone County,100,exact,stone
MS,Sunflower,3.894,28133,Sunflower County,100,exact,sunflower
MS,Tallahatchie,4.059,28135,Tallahatchie County,100,exact,tallahatchie
MS,Tate,4.111,28137,Tate County,100,exact,tate
MS,Tippah,4.045,28139,Tippah County,100,exact,tippah
MS,Tishomingo,4.068,28141,Tishomingo County,100,exact,tishomingo
MS,Tunica,4.281,28143,Tunica County,100,exact,tunica
MS,Union,4.091,28145,Union County,100,exact,union
MS,Walthall,4.019,28147,Walthall County,100,exact,walthall
MS,Warren,3.951,28149,Warren County,100,exact,warren
MS,Washington,4.008,28151,Washington County,100,exact,washington
MS,Wayne,3.938,28153,Wayne County,100,exact,wayne
MS,Webster,3.959,28155,Webster County,100,exact,webster
MS,Wilkinson,3.999,28157,Wilkinson County,100,exact,wilkinson
MS,Winston,3.996,28159,Winston County,100,exact,winston
MS,Yalobusha,4.064,28161,Yalobusha County,100,exact,yalobusha
MS,Yazoo,3.965,28163,Yazoo County,100,exact,yazoo
MT,Beaverhead,4.634,30001,Beaverhead County,100,exact,beaverhead
MT,Big Horn,4.493,30003,Big Horn County,100,exact,big horn
MT,Blaine,4.409,30005,Blaine County,100,exact,blaine
MT,Broadwater,4.464,30007,Broadwater County,100,exact,broadwater
MT,Carbon,4.446,30009,Carbon County,100,exact,carbon
MT,Carter,4.499,30011,Carter County,100,exact,carter
MT,Cascade,4.441,30013,Cascade County,100,exact,cascade
MT,Chouteau,4.458,30015,Chouteau County,100,exact,chouteau
MT,Custer,4.378,30017,Custer County,100,exact,custer
MT,Daniels,4.296,30019,Daniels County,100,exact,daniels
MT,Dawson,4.33,30021,Dawson County,100,exact,dawson
MT,Deer Lodge,4.557,30023,Deer Lodge County,100,exact,deer lodge
MT,Fallon,4.319,30025,Fallon County,100,exact,fallon
MT,Fergus,4.525,30027,Fergus County,100,exact,fergus
MT,Flathead,4.542,30029,Flathead County,100,exact,flathead
MT,Gallatin,4.567,30031,Gallatin County,100,exact,gallatin
MT,Garfield,4.314,30033,Garfield County,100,exact,garfield
MT,Glacier,4.662,30035,Glacier County,100,exact,glacier
MT,Golden Valley,4.729,30037,Golden Valley County,100,exact,golden valley
MT,Granite,4.599,30039,Granite County,100,exact,granite
MT,Hill,4.546,30041,Hill County,100,exact,hill
MT,Jefferson,4.515,30043,Jefferson County,100,exact,jefferson
MT,Judith Basin,4.559,30045,Judith Basin County,100,exact,judith basin
MT,Lake,4.544,30047,Lake County,100,exact,lake
MT,Lewis and Clark,4.53,30049,Lewis and Clark County,100,exact,lewis and clark
MT,Liberty,4.529,30051,Liberty County,100,exact,liberty
MT,Lincoln,4.55,30053,Lincoln County,100,exact,lincoln
MT,Madison,4.471,30057,Madison County,100,exact,madison
MT,McCone,4.296,30055,McCone County,100,exact,mccone
MT,Meagher,4.479,30059,Meagher County,100,exact,meagher
MT,Mineral,4.623,30061,Mineral County,100,exact,mineral
MT,Missoula,4.55,30063,Missoula County,100,exact,missoula
MT,Musselshell,4.599,30065,Musselshell County,100,exact,musselshell
MT,Park,4.596,30067,Park County,100,exact,park
MT,Petroleum,4.969,30069,Petroleum County,100,exact,petroleum
MT,Phillips,4.299,30071,Phillips County,100,exact,phillips
MT,Pondera,4.503,30073,Pondera County,100,exact,pondera
MT,Powder River,4.684,30075,Powder River County,100,exact,powder river
MT,Powell,4.514,30077,Powell County,100,exact,powell
MT,Prairie,4.364,30079,Prairie County,100,exact,prairie
MT,Ravalli,4.548,30081,Ravalli County,100,exact,ravalli
MT,Richland,4.111,30083,Richland County,100,exact,richland
MT,Roosevelt,4.39,30085,Roosevelt County,100,exact,roosevelt
MT,Rosebud,4.471,30087,Rosebud County,100,exact,rosebud
MT,Sanders,4.558,30089,Sanders County,100,exact,sanders
MT,Sheridan,4.209,30091,Sheridan County,100,exact,sheridan
MT,Silver Bow,4.548,30093,Silver Bow County,100,exact,silver bow
MT,Stillwater,4.525,30095,Stillwater County,100,exact,stillwater
MT,Sweet Grass,4.492,30097,Sweet Grass County,100,exact,sweet grass
MT,Teton,4.459,30099,Teton County,100,exact,teton
MT,Toole,4.53,30101,Toole County,100,exact,toole
MT,Treasure,4.359,30103,Treasure County,100,exact,treasure
MT,Valley,4.339,30105,Valley County,100,exact,valley
MT,Wheatland,4.729,30107,Wheatland County,100,exact,wheatland
MT,Wibaux,4.299,30109,Wibaux County,100,exact,wibaux
MT,Yellowstone,4.51,30111,Yellowstone County,100,exact,yellowstone
NC,Alamance,4.17,37001,Alamance County,100,exact,alamance
NC,Alexander,4.113,37003,Alexander County,100,exact,alexander
NC,Alleghany,4.095,37005,Alleghany County,100,exact,alleghany
NC,Anson,4.194,37007,Anson County,100,exact,anson
NC,Ashe,3.922,37009,Ashe County,100,exact,ashe
NC,Avery,4.211,37011,Avery County,100,exact,avery
NC,Beaufort,4.152,37013,Beaufort County,100,exact,beaufort
NC,Bertie,4.232,37015,Bertie County,100,exact,bertie
NC,Bladen,4.102,37017,Bladen County,100,exact,bladen
NC,Brunswick,4.136,37019,Brunswick County,100,exact,brunswick
NC,Buncombe,4.193,37021,Buncombe County,100,exact,buncombe
NC,Burke,4.107,37023,Burke County,100,exact,burke
NC,Cabarrus,4.199,37025,Cabarrus County,100,exact,cabarrus
NC,Caldwell,4.105,37027,Caldwell County,100,exact,caldwell
NC,Camden,4.239,37029,Camden County,100,exact,camden
NC,Carteret,4.157,37031,Carteret County,100,exact,carteret
NC,Caswell,4.225,37033,Caswell County,100,exact,caswell
NC,Catawba,4.07,37035,Catawba County,100,exact,catawba
NC,Chatham,4.236,37037,Chatham County,100,exact,chatham
NC,Cherokee,4.148,37039,Cherokee County,100,exact,cherokee
NC,Chowan,4.233,37041,Chowan County,100,exact,chowan
NC,Clay,4.059,37043,Clay County,100,exact,clay
NC,Cleveland,4.169,37045,Cleveland County,100,exact,cleveland
NC,Columbus,4.148,37047,Columbus County,100,exact,columbus
NC,Craven,4.133,37049,Craven County,100,exact,craven
NC,Cumberland,4.101,37051,Cumberland County,100,exact,cumberland
NC,Currituck,4.238,37053,Currituck County,100,exact,currituck
NC,Dare,4.265,37055,Dare County,100,exact,dare
NC,Davidson,4.095,37057,Davidson County,100,exact,davidson
NC,Davie,4.167,37059,Davie County,100,exact,davie
NC,Duplin,4.156,37061,Duplin County,100,exact,duplin
NC,Durham,4.24,37063,Durham County,100,exact,durham
NC,Edgecombe,4.037,37065,Edgecombe County,100,exact,edgecombe
NC,Forsyth,4.169,37067,Forsyth County,100,exact,forsyth
NC,Franklin,4.182,37069,Franklin County,100,exact,franklin
NC,Gaston,4.223,37071,Gaston County,100,exact,gaston
NC,Gates,4.341,37073,Gates County,100,exact,gates
NC,Graham,4.213,37075,Graham County,100,exact,graham
NC,Granville,4.235,37077,Granville County,100,exact,granville
NC,Greene,4.174,37079,Greene County,100,exact,greene
NC,Guilford,4.181,37081,Guilford County,100,exact,guilford
NC,Halifax,4.185,37083,Halifax County,100,exact,halifax
NC,Harnett,4.1,37085,Harnett County,100,exact,harnett
NC,Haywood,4.174,37087,Haywood County,100,exact,haywood
NC,Henderson,4.181,37089,Henderson County,100,exact,henderson
NC,Hertford,4.235,37091,Hertford County,100,exact,hertford
NC,Hoke,4.169,37093,Hoke County,100,exact,hoke
NC,Hyde,4.479,37095,Hyde County,100,exact,hyde
NC,Iredell,4.176,37097,Iredell County,100,exact,iredell
NC,Jackson,4.282,37099,Jackson County,100,exact,jackson
NC,Johnston,4.147,37101,Johnston County,100,exact,johnston
NC,Jones,4.149,37103,Jones County,100,exact,jones
NC,Lee,4.228,37105,Lee County,100,exact,lee
NC,Lenoir,4.137,37107,Lenoir County,100,exact,lenoir
NC,Lincoln,4.118,37109,Lincoln County,100,exact,lincoln
NC,Macon,4.253,37113,Macon County,100,exact,macon
NC,Madison,4.239,37115,Madison County,100,exact,madison
NC,Martin,4.059,37117,Martin County,100,exact,martin
NC,McDowell,4.138,37111,McDowell County,100,exact,mcdowell
NC,Mecklenburg,4.189,37119,Mecklenburg County,100,exact,mecklenburg
NC,Mitchell,4.161,37121,Mitchell County,100,exact,mitchell
NC,Montgomery,4.172,37123,Montgomery County,100,exact,montgomery
NC,Moore,4.165,37125,Moore County,100,exact,moore
NC,Nash,4.07,37127,Nash County,100,exact,nash
NC,New Hanover,4.137,37129,New Hanover County,100,exact,new hanover
NC,Northampton,4.212,37131,Northampton County,100,exact,northampton
NC,Onslow,4.147,37133,Onslow County,100,exact,onslow
NC,Orange,4.264,37135,Orange County,100,exact,orange
NC,Pamlico,4.162,37137,Pamlico County,100,exact,pamlico
NC,Pasquotank,4.121,37139,Pasquotank County,100,exact,pasquotank
NC,Pender,4.125,37141,Pender County,100,exact,pender
NC,Perquimans,4.247,37143,Perquimans County,100,exact,perquimans
NC,Person,4.201,37145,Person County,100,exact,person
NC,Pitt,4.064,37147,Pitt County,100,exact,pitt
NC,Polk,4.284,37149,Polk County,100,exact,polk
NC,Randolph,4.151,37151,Randolph County,100,exact,randolph
NC,Richmond,4.139,37153,Richmond County,100,exact,richmond
NC,Robeson,4.161,37155,Robeson County,100,exact,robeson
NC,Rockingham,4.145,37157,Rockingham County,100,exact,rockingham
NC,Rowan,4.153,37159,Rowan County,100,exact,rowan
NC,Rutherford,4.211,37161,Rutherford County,100,exact,rutherford
NC,Sampson,4.085,37163,Sampson County,100,exact,sampson
NC,Scotland,4.133,37165,Scotland County,100,exact,scotland
NC,Stanly,4.147,37167,Stanly County,100,exact,stanly
NC,Stokes,4.23,37169,Stokes County,100,exact,stokes
NC,Surry,4.184,37171,Surry County,100,exact,surry
NC,Swain,4.201,37173,Swain County,100,exact,swain
NC,Transylvania,4.304,37175,Transylvania County,100,exact,transylvania
NC,Tyrrell,4.174,37177,Tyrrell County,100,exact,tyrrell
NC,Union,4.15,37179,Union County,100,exact,union
NC,Vance,4.196,37181,Vance County,100,exact,vance
NC,Wake,4.206,37183,Wake County,100,exact,wake
NC,Warren,4.17,37185,Warren County,100,exact,warren
NC,Washington,4.132,37187,Washington County,100,exact,washington
NC,Watauga,4.186,37189,Watauga County,100,exact,watauga
NC,Wayne,4.065,37191,Wayne County,100,exact,wayne
NC,Wilkes,4.104,37193,Wilkes County,100,exact,wilkes
NC,Wilson,4.111,37195,Wilson County,100,exact,wilson
NC,Yadkin,4.159,37197,Yadkin County,100,exact,yadkin
NC,Yancey,4.208,37199,Yancey County,100,exact,yancey
ND,Adams,4.199,38001,Adams County,100,exact,adams
ND,Barnes,4.05,38003,Barnes County,100,exact,barnes
ND,Benson,4.057,38005,Benson County,100,exact,benson
ND,Billings,4.299,38007,Billings County,100,exact,billings
ND,Bottineau,4.235,38009,Bottineau County,100,exact,bottineau
ND,Bowman,4.299,38011,Bowman County,100,exact,bowman
ND,Burke,4.149,38013,Burke County,100,exact,burke
ND,Burleigh,4.235,38015,Burleigh County,100,exact,burleigh
ND,Cass,4.011,38017,Cass County,100,exact,cass
ND,Cavalier,4.099,38019,Cavalier County,100,exact,cavalier
ND,Dickey,4.095,38021,Dickey County,100,exact,dickey
ND,Divide,4.299,38023,Divide County,100,exact,divide
ND,Dunn,4.457,38025,Dunn County,100,exact,dunn
ND,Eddy,3.999,38027,Eddy County,100,exact,eddy
ND,Emmons,4.299,38029,Emmons County,100,exact,emmons
ND,Foster,4.179,38031,Foster County,100,exact,foster
ND,Golden Valley,4.299,38033,Golden Valley County,100,exact,golden valley
ND,Grand Forks,4.006,38035,Grand Forks County,100,exact,grand forks
ND,Grant,4.629,38037,Grant County,100,exact,grant
ND,Griggs,4.229,38039,Griggs County,100,exact,griggs
ND,Hettinger,4.224,38041,Hettinger County,100,exact,hettinger
ND,Kidder,4.069,38043,Kidder County,100,exact,kidder
ND,LaMoure,4.199,38045,LaMoure County,100,exact,lamoure
ND,Logan,4.099,38047,Logan County,100,exact,logan
ND,McHenry,4.239,38049,McHenry County,100,exact,mchenry
ND,McIntosh,4.324,38051,McIntosh County,100,exact,mcintosh
ND,McKenzie,4.263,38053,McKenzie County,100,exact,mckenzie
ND,McLean,4.116,38055,McLean County,100,exact,mclean
ND,Mercer,4.248,38057,Mercer County,100,exact,mercer
ND,Morton,4.16,38059,Morton County,100,exact,morton
ND,Mountrail,4.23,38061,Mountrail County,100,exact,mountrail
ND,Nelson,4.031,38063,Nelson County,100,exact,nelson
ND,Oliver,4.099,38065,Oliver County,100,exact,oliver
ND,Pembina,4.102,38067,Pembina County,100,exact,pembina
ND,Pierce,4.199,38069,Pierce County,100,exact,pierce
ND,Ramsey,3.971,38071,Ramsey County,100,exact,ramsey
ND,Ransom,4.008,38073,Ransom County,100,exact,ransom
ND,Renville,4.224,38075,Renville County,100,exact,renville
ND,Richland,4.146,38077,Richland County,100,exact,richland
ND,Rolette,4.107,38079,Rolette County,100,exact,rolette
ND,Sargent,4.064,38081,Sargent County,100,exact,sargent
ND,Sheridan,4.134,38083,Sheridan County,100,exact,sheridan
ND,Sioux,4.299,38085,Sioux County,100,exact,sioux
ND,Stark,4.309,38089,Stark County,100,exact,stark
ND,Steele,4.249,38091,Steele County,100,exact,steele
ND,Stutsman,4.243,38093,Stutsman County,100,exact,stutsman
ND,Towner,3.959,38095,Towner County,100,exact,towner
ND,Traill,4.052,38097,Traill County,100,exact,traill
ND,Walsh,4.142,38099,Walsh County,100,exact,walsh
ND,Ward,4.199,38101,Ward County,100,exact,ward
ND,Wells,4.199,38103,Wells County,100,exact,wells
ND,Williams,4.266,38105,Williams County,100,exact,williams
NE,Adams,4.033,31001,Adams County,100,exact,adams
NE,Antelope,4.157,31003,Antelope County,100,exact,antelope
NE,Boone,4.249,31011,Boone County,100,exact,boone
NE,Box Butte,4.229,31013,Box Butte County,100,exact,box butte
NE,Boyd,4.099,31015,Boyd County,100,exact,boyd
NE,Brown,4.399,31017,Brown County,100,exact,brown
NE,Buffalo,4.09,31019,Buffalo County,100,exact,buffalo
NE,Burt,4.074,31021,Burt County,100,exact,burt
NE,Butler,4.062,31023,Butler County,100,exact,butler
NE,Cass,4.115,31025,Cass County,100,exact,cass
NE,Cedar,4.099,31027,Cedar County,100,exact,cedar
NE,Chase,4.549,31029,Chase County,100,exact,chase
NE,Cherry,4.048,31031,Cherry County,100,exact,cherry
NE,Cheyenne,4.313,31033,Cheyenne County,100,exact,cheyenne
NE,Clay,4.115,31035,Clay County,100,exact,clay
NE,Colfax,3.999,31037,Colfax County,100,exact,colfax
NE,Cuming,4.063,31039,Cuming County,100,exact,cuming
NE,Custer,4.268,31041,Custer County,100,exact,custer
NE,Dakota,4.098,31043,Dakota County,100,exact,dakota
NE,Dawes,4.311,31045,Dawes County,100,exact,dawes
NE,Dawson,4.167,31047,Dawson County,100,exact,dawson
NE,Deuel,4.261,31049,Deuel County,100,exact,deuel
NE,Dixon,4.266,31051,Dixon County,100,exact,dixon
NE,Dodge,4.07,31053,Dodge County,100,exact,dodge
NE,Douglas,4.097,31055,Douglas County,100,exact,douglas
NE,Dundy,4.199,31057,Dundy County,100,exact,dundy
NE,Fillmore,4.056,31059,Fillmore County,100,exact,fillmore
NE,Franklin,4.199,31061,Franklin County,100,exact,franklin
NE,Frontier,4.199,31063,Frontier County,100,exact,frontier
NE,Furnas,4.281,31065,Furnas County,100,exact,furnas
NE,Gage,4.091,31067,Gage County,100,exact,gage
NE,Garfield,4.649,31071,Garfield County,100,exact,garfield
NE,Grant,3.999,31075,Grant County,100,exact,grant
NE,Greeley,4.209,31077,Greeley County,100,exact,greeley
NE,Hall,4.129,31079,Hall County,100,exact,hall
NE,Hamilton,4.212,31081,Hamilton County,100,exact,hamilton
NE,Harlan,4.034,31083,Harlan County,100,exact,harlan
NE,Hitchcock,4.329,31087,Hitchcock County,100,exact,hitchcock
NE,Holt,4.141,31089,Holt County,100,exact,holt
NE,Hooker,3.999,31091,Hooker County,100,exact,hooker
NE,Howard,3.974,31093,Howard County,100,exact,howard
NE,Jefferson,4.099,31095,Jefferson County,100,exact,jefferson
NE,Johnson,4.132,31097,Johnson County,100,exact,johnson
NE,Kearney,4.159,31099,Kearney County,100,exact,kearney
NE,Keith,4.049,31101,Keith County,100,exact,keith
NE,Kimball,4.205,31105,Kimball County,100,exact,kimball
NE,Knox,4.137,31107,Knox County,100,exact,knox
NE,Lancaster,4.099,31109,Lancaster County,100,exact,lancaster
NE,Lincoln,4.199,31111,Lincoln County,100,exact,lincoln
NE,Logan,4.499,31113,Logan County,100,exact,logan
NE,Loup,4.649,31115,Loup County,100,exact,loup
NE,Madison,4.054,31119,Madison County,100,exact,madison
NE,Merrick,4.328,31121,Merrick County,100,exact,merrick
NE,Morrill,4.369,31123,Morrill County,100,exact,morrill
NE,Nance,3.999,31125,Nance County,100,exact,nance
NE,Nemaha,4.012,31127,Nemaha County,100,exact,nemaha
NE,Nuckolls,4.049,31129,Nuckolls County,100,exact,nuckolls
NE,Otoe,4.026,31131,Otoe County,100,exact,otoe
NE,Pawnee,3.899,31133,Pawnee County,100,exact,pawnee
NE,Perkins,4.421,31135,Perkins County,100,exact,perkins
NE,Phelps,4.083,31137,Phelps County,100,exact,phelps
NE,Pierce,3.955,31139,Pierce County,100,exact,pierce
NE,Platte,4.047,31141,Platte County,100,exact,platte
